HolderAddress,Balance
0x4dbe965abcb9ebc4c6e9d95aeb631e5b58e70d5b,12800116.9807162
0x41b0320beb1563a048e2431c8c1cc155a0dfa967,12791183.9476051
0x49c3feafddaefc3bed06f4ff87ce86610c2c1076,12745214.0244732
0x97a1ca53063a98b2ed27ec1ee32d94fc45281ad1,12619939.247784
0xc68f6db71c367806f7742667e8bab897fa3eaa6f,12610466.3253116
0x2fd0f49dcd457818dd38de54dcb4cc26ebfe4b43,12497965
0x3a83da60be03b0c9c5edbaecf5eab3093310695a,12090277.4210534
0x739ad13c130a7fdd92a99bfdb71cc068955b061d,12003430.2024425
0x77f73f5322e10fafa2c6f478cfbf8cd5aeb24a2e,11863406.36807
0x5c1a6bb837f58d4121100b6f06189e98ea2f9aa8,11861003.5738195
0x0da6883d1beb1f0d8e1e1a3eb5d369d64d102f68,11814292.9768131
0x3044be01ab4708ab84071cf8b1e2f68ac37dd138,11810844.3073563
0xc541321c55c73da159d27c4a5dd4fe06e5d2522a,11522640.5337195
0x66f024c0a38efcc8cd6b951e1e3354a385061057,11327661.5609831
0xfc7d36f09f0610ca72457aaa85e933ed07629b5f,11317054.0805066
0xecc98d4070c5023d79dfd503c2214f938cc3e405,11275000
0x3d9fe7337f067dd52d1dc8cb45490b1ad6c2f65b,11251564.2329599
0x7777777c6fe3cdc47c7ffb2719fdbe46674f6ab9,11210034.4976494
0x57fcb5ea64d904386e8490edebbacebc93c0d94a,11151867.6951146
0x4de7a3bc6f9d09b29f2c69e8fe197693a95c2ff0,11142559.4301565
0x4ea3588cf3f628d2f0902b2ab24843c2a3c11dd9,11141698.7117497
0x7d3b92764b41065d7ed64e4f156cd8a2b4a08f12,11137541.372034
0x4826c342cd8178fc03d37425029dc46383bda656,11111890.680342
0x4065149108a615930114bb511818fc0909aa9269,11046259.4788605
0x3af7f85584184f63b533e547e255ae7265ee6a90,10916017.3786614
0x46a0bc8a87de39b596d2863d579fbc1713c811f9,10883274.8147249
0x51968f0321f9abf49571c64ee2ecf0cfcbe4288e,10864580.5093888
0x93fc0c711c2df516bc442ad4b3ed47cc4001829b,10789216.7390538
0x31cf8f3c8642b68abc367f965e0615533bd99555,10736381.2608422
0x170b7dda174f3eeb659b6894ae94fef93495c675,10716310.7220381
0x798f73c7df3932f5c429e618c03828627e51ed63,10527356.1062095
0x69f8d754c5f4f73aad00f3c22eafb77aa57ff1bc,10430114.4789801
0x3a2fb39f16afa7f745375d4181e80ee9f962ea90,10427925.5695071
0x279ee0f94b4f59198742c53650a103f0d329e0a2,10423829.8404784
0x02802fdb01f9d5d014afc00afe8c349f3b06a688,10314273.3383611
0x776f0ff2f6e134f1b894ce478271451f9f1de0f7,10296800.9417207
0x5d23b4ea39e274b23fdea9bfdb57b032aced47d4,10293625
0x0f965f38d0a0c5559fe81b171ff1f5ce195a12cb,10292466.8034973
0x05f2fe99ea69ecafd6ad2cddc02f154a97413b5d,10236045.4623307
0x4e47e8c30eaac5570759077727ea558899e6470d,10212209.8550824
0xca52e90b44d92ab2d33ab88e894b905bf2dd7359,10196485.0874739
0xc6ed8da0c636d2dcc4c27c26c14d426da23b12c9,10181063.947619
0x6dbc2e0d9d8f24aeded1c8e81df773a36ea7680b,10179096.4283804
0x5ee42438d0d8fc399c94ef3543665e993e847b49,10131557.4047306
0xb1e079854268985431935ce53aa54c8e1722fa0d,10116252
0x47024c554fac0863391dfa6fc36deda9e31c70cf,10028467.5301691
0x70817f848cc79acb114f606685e8751943fb02c2,10005971.644279
0x2413cacb5174437deaed6f55a6e126e8d39f3ad9,10000000
0x5b17d1aee4a5a9b0b86e6dd727955bd56ff0aab4,10000000
0xfac548234c2ef547ab51b0e5f8dced4422b91029,10000000
0x3f6957674316b3f53ab184cbf0f7ca2cbda6e82e,9868454.65430651
0xb1af8c0702ece3ca0535322fa0cbf9087f24b249,9796629.24463206
0xa923a86ca3a16e8e67f83ed8665459089df29872,9774112.77108301
0xd57f5d1c30de1d45149bc2d9cf528374d17f10ab,9728756.67107429
0x0bd9c0c963a2c34af773c0adceb31a9181d73218,9709415.62475147
0x6c8c7539bf6a61c249c520c837ed0e19f91344dc,9702002.0000225
0x8879a6d87e05b975f1309332d43b49b592e12e82,9688545.39039127
0xafbd28f83c21674796cb6ede9abed53de4afbcc4,9642871.17394142
0xcac47a6670be9d52abf76e897c8c77c17f67a173,9579781.61665217
0x805b01e7f3fe127769b249763250222630968b4d,9543887
0xb6dc34f69d7973eb7c26d173644685f78e3b9858,9485974
0xbd46f347a4c56373db8f5c783102a3c9663f0608,9400220.50796558
0x5f6fd9d880be6e209d5ee7a5517dfb40b8a9d81b,9347825
0x114ac80efddf56fa31348a954fd9b1e0f42362dd,9272111.61456061
0x7d043b98f65d1f0ef30bdd15da9149b869162e78,9242791.68511168
0xfaf57f0a88fe6d2ea786b67ceca69e006e304381,9225233.94716915
0x97618f26046f44135af37417e67d84dbd4fdf926,9222445.78694516
0xfbf84849894f848fca51f61a72bc1571eaed6731,9132157.21961517
0x94e59547b8c68924380c90e729488f3e79ff8d22,9122348.20727024
0x7d112b3216455499f848ad9371df0667a0d87eb6,9027041
0x4d17c6ef27356254b929adc124184bb34e5c5a1c,8983811.08874074
0xa7f57af0c99b6752e950c676fbc7bd6c1f17d2b3,8977975.1211296
0x4641b1cde1adbb7b8277be4ec1af6eb33ac0dadf,8955148.21496504
0xc154217799203f13ca972b786c4962af180520c9,8878746.69178042
0xd4091d661a44648d61bd3bb51e129d0d60892056,8841322.46230699
0x199977032f4a12cad0f5970c0728865ead99b739,8810425.60971812
0x8b3f4eb783270aefaac9238ac1d165a433c8fbf3,8802390
0x1dc907d55f1be2bc4370feb0f01fb89324b8941c,8724310.9153109
0x317fdbf289a41435df30efcb00015f95b1eaddfe,8579077
0xa9f15d180fa3a8bfd15fbe4d5c956e005af13d90,8522250.89870383
0x5d1f16a110cadbf4b2a99dbe79990e69abba43f1,8439182.24705345
0xdec08cb92a506b88411da9ba290f3694be223c26,8402771
0x008cf140b21e1e56ddc010546051dbfa9ebc9ec6,8387252.14998978
0x26caabff1581233799dfe6d57c4ca80a9f20d713,8331724.69855161
0x63c8e1155e2be1e10041ff56625805abcf1fbf9b,8226250.09640053
0x7eca7b2a0b7170de1fe3dc8abb3007d60be382fc,8199982.71992488
0x515e31871de8652c6d980d733f062624b649e738,8170874.7653263
0xba9da7329725710b3efb437d0242ac6ebb079643,8157069.28842281
0xe711fa7e5ee7fabe294f75f44e248400f6aabbaf,8098015.68726772
0x012b38ccb3ae97a32cd24088bf9426d4ee5442d3,8052207
0xbfc69d7a7e47ef6ee8b790010b85d525d9829756,8048331.27700697
0x272a1ba599cdb37c4cba4ab37d103db1b8867438,8014280.49327097
0xd31162652a4d5a9356bc12d90883dc4de251a5ab,8010577.36707133
0xb34860f27167ed8110991e04e3e7177a58c74401,7989430.85865991
0x4a28c4a57ff6e5e97cf00941c250d6430ff7ed73,7974251.30860952
0x7fb615fc9d0db8faaa8916883f6dfe089bbf72ab,7940464.75324732
0xd99208a6b2c353b88db78f04642b47f9fa993337,7940154.73190398
0xb347dd642e9b20be829abd986a3c16d3e5cf1ffc,7896102.68789094
0x9b0726e95e72eb6f305b472828b88d2d2bdd41c7,7882900.21144646
0x267a0032ada08c7f3cd563260d931281158a99d4,7853381.68547381
0x3df03ae2b4e5a2b82192031e13bca98a7e3fcc18,7833547.97274064
0x62941f356d3970e8d664dec2c582ee2ec3805548,7786427.63957472
0xbfdf30d1c5b9f6b34a18a25244adbe1c1be9c06b,7778031.83281534
0x4d72d4269ab46962713ca19cab8161a87684a163,7774565.32215588
0xeafd738c06c9ca5f1c443f45033a59d34737af2d,7690000.00000774
0xdd4ba0505485bdecf9b6f1bb60609f1a23a2a970,7605091.48848886
0xb6a2208ec57110bdfb789d8c21cd86491e474a12,7595315.2263963
0x9dd85cc62c3567bdb775403efd3641a08eeb84bd,7541840.15061855
0x3faaa677fad8f049ef368d2a0e067955ead844ab,7507385.94623016
0x4f394507a579cf06971c266c4d67758d85938590,7497653.5019405
0x3000992222d31534784851f79283ded18f68a45c,7459049.91521305
0x5cabf9593dc0d2b837a885e37428390165f086a3,7435662.44029683
0x3265a39fa1bdd28b9029568208e3cb4639adbf3e,7414435
0x4ff8892c89a3b8570ff59cfbbe8d7c8252c37ebd,7397428.67233051
0x15e37293bcd44422b60c227568cd58403dec3e5e,7333479.56915725
0xaf96514685eb4747a2bafcda072e0a29d18a6a98,7305063.91292815
0x050920eda4014e25ded17c346b425239a468d63d,7257756.69378172
0x9a679f8c753ffd188320ee51db3e050ceb82fc1a,7199543.53034445
0x928479b2208a2588f951490971df3b2000045c06,7190874.89988795
0x11246042f10c485dd35e62b2783eb21b45d02762,7187861.00340925
0x91f3f8ec7c7b5d87a4f1ec622a3db3cbc9940408,7152658.10744102
0x037926a78cfdf6ea1e64b8fb25481c7d73e9402b,7143126.13230825
0xb2f40e88e28db5aa4459ac4e5a9bb8e7a4c882f2,7071869.8096933
0x2f9734dff6455aa477d5f684cb479cadb2001ceb,7056169.35007506
0xbbe74dc49949a944909c6b15b03ae7aeaf072d1d,7054721.11087235
0x9308c261dc19178a8b81c07b80caade0ff057f6e,7025975.5850285
0x446add0a36725233e4a0f40e0a59aceb3168dd0e,7009158.20023424
0xbac42c9b32e574f41b86e20fba0cf479a5a1ca58,7006335.11172172
0x418eced7262261c57c78de9396b86a580c556fe4,6995428
0xae545300740d789791e998c2e655fdafe6341690,6978893
0x62ed759378160d283ff9c01660b3f55ca1c33e77,6968017.11057273
0xf8b27c4734a8c07148ed1ba5af75cc88790bc84a,6949144.71922642
0x792a96b2a4b7e43dfb016220cd8aeb19e1457c7b,6931055.48215565
0x879765ffd7f2fe105ed3aa42b15b5f5ad241f0bd,6843090.37541482
0x15b302e6d87eb1a22ce8cb4f698d93f3c81fcb31,6814627.09633604
0x39979745b166572c25b4c7e4e0939c9298efe79d,6785461
0x5d433b73ed2898e00e129ee87621af184bc00259,6783914.35374871
0x9f533382024f02632c832ea2b66f4bbb1dbc4087,6723733
0x7a1bcb582fbdfb6fae842905eabaed6c1992b349,6719238
0x240ad467a71210629d71d4de22ebde27951c83fc,6692957.21788847
0xfa7e37776ac55f1e687550936ace73441aa9e869,6668650.88814878
0x8f5f27bc7e9e9bb50a2d1518169453320b719ca8,6661695.30055919
0x1f1f8039471740175f0a0e4062493ec25c2c7462,6648745.10963919
0xcd7cb6365bf37da5d8d6e26c46c43f831159a757,6640848.71216307
0x04d253fbdd4501c383e35dea2663a053b7439904,6635066.63973787
0x3c11759de37bf5e7e13cfebdaa657c2831817a9b,6631892.28646908
0x54b174179ae825ed630da40b625bb3c883cd40ae,6623926
0x7ef61cacd0c785eacdfe17649d1c5bcba676a858,6617638
0x82d5866a5dc166d2d440e8fee315c3752ce9d1fe,6615752.29621363
0x2872b46d925bd06f15fdc82c59aaee744ddb4b94,6571944.27699073
0x83712cad710393e4ea96178555e34417abbd9aac,6565345.25024905
0xa1a0e1c77eccdd42c3424a852d1d950d4f70a195,6551024.21076986
0x3f1e21825d550356a57b28bd3108000f5a4be6df,6547612.68521758
0x08845507c6b2bea7233c82a4013cbe2139092e96,6528746.76251258
0xdadad53a15d89b9ed477debb291276a2f2a8a13f,6525399.79156053
0xdda36dcd6fb50c27c6944bb4dddd210f48bb9056,6515016
0x1dc1cf2ce34f49ea1be697848087c71241b95cdd,6491372.33115732
0x0457bdd7d70c82f4cb1c850bd49064a544630978,6469385.25275475
0x6feeb0f29bc362db1b9f404d726284bdbeb532fe,6438424.17275974
0x26bc6799196edb601773cf703b944515833da2bc,6433399.46221584
0x2ea4815f47d685ed317e8bd243b89bcb26b369fa,6424049
0xa633e23f75658efc3c22eb863dd20fa163bfcb47,6420602.89820907
0x595f37e0d631be5fb2ca881dbee31219009bef74,6356089.7772493
0x6c4eb54af49da4b30a00514c24948e3967458265,6325098.87781705
0x1bba3f73fff30a63eb5f4508ef377b1f67298cd0,6312913
0x9214d183c400252a3ebfd7aecf554bf9a992e7b1,6297011
0x64b5e1ae4159faf6b385498fd313f8d790ee1c2f,6285558.62696332
0x6541bfd839b10d5e5254a6a2cff029917d72f546,6281022.63592387
0x198e18ecfda347c6cdaa440e22b2ff89eaa2cb6f,6276758.52006957
0xe9ca5757aa58e3f852d8d6c20581fc4c39769549,6275562.80180376
0xa40590379f481fdb1096d9e9863434f26e0406b3,6238019.70732172
0x256b4fb1ad00a7e6f130beffa33e435eb1f65b74,6237807
0x77176c63bd03d3da63453e8e329b6f20e92d5fcc,6226678.43000191
0x56b082c827b61dd481a06240e604a13ed4738ec4,6204063.96015918
0x47d329f21226bbeaa4e32b807ee94c0bae2fac13,6193594.77817275
0x46282a19f843e50faac7ec6a1195c323484aaf2a,6181503.88132067
0xf83448aa13064eb0feccf79c1710e9087b8718b5,6166751.84014185
0xb12aa8282b00de547fda518cff984a375a61a29d,6157118.78906557
0xad65db11f0736fad11ac369e751b90138df5a467,6153946.09340767
0xd6f67944b560cf55ef542d739733c6934ad7e751,6144581.9190807
0x1057fb153750c078df0104211301d019fadaaafb,6141181.96154902
0xac72869beb068e777d85755c8efaebf50caf4413,6099078.00607675
0x28ed88c5f72c4e6dfc704f4cc71a4b7756bc4dbc,6071606
0x6e9075da365be17041e704a16d39652a7a54b862,6056017.45412036
0xaa114724f2bcbd859d01585435e3076671314d2e,6037574.91482214
0xe5d009bbce5a5d7ab9c6c2b1b0a56f9b98297cff,6027467
0xdaa7c1b5feaca5d1bc1bea7e7c07d91d3e6dfe51,6017106.86018106
0xa7a17e4f4423695d11b332e28bed380d327e3a93,6011861.47097002
0x2a9948d632bd060744bdbb82b5bcd9d03bd3016c,6008489.23899392
0x751d2b282a1059819dcdccd8b6e81058e0d8203a,6000354.94585742
0x7b41f235e12ae2d3696caae3f921412d7c2fca2b,5963970
0x0acd3b41e5b21e8b23b2ed054645316a9b1db287,5928329
0x3aa8db4b613e983b70ec207cb6e69f22d27d6253,5919952.3541446
0xc28fa76f1985821eb20456c8f2ce67543f881cbc,5903154.59415859
0x1502589518ef7030ff2335bca82c4e48bcbdbd14,5895553.9280588
0xc9267e11809022090a45152ee06cf169f13ab45f,5891579.00180858
0xa9531d3b5483bef6fae3b4be62ccd83697ab92b1,5874615.37262232
0xa16cd0ab409899e0dd70ab85861c43ba0fc7f9ff,5857654
0x27e88a965fd9365da85a02c8f8abd536776e6b5f,5825442.32295087
0x07fc676a307f41dfa7e53b285cf87305b9ab940a,5818200
0x36772f3a584735d41c12892ebe2a5a2abe74efa6,5747403
0x53bb435769d74339b2e485e0576dfa2ee212b792,5741032.70272314
0x5174ac51231ccf27f24309272609f7491a31fb6b,5732663.88562627
0x667566c500a0d40b1fdce38af3a756a7f45d81e0,5729146.73725021
0xf1a9f5aeb0f975489ac2628a22040cf42e9fe8dd,5718157
0xf8d0a4542b1277d8a330e69cc56bdc109029c623,5694818
0x3595a1508cb1180e8e7f50008db1109f5293efc5,5686072.72068622
0xab011132917333ab8d03f8fcf462861a5de12ddf,5661783.922006
0x65dcf7782260aa1d6642a85f36c0bc9545182f1e,5630841.1571401
0xdd48bca9e4504df339a73a2c5de271977f42776e,5600484.16846774
0x7c47cf5597af0b91ead5f318ccf1d2c31ff93dba,5592111.37488424
0x4f23f946562d26f62a80c06b4a6909da371cc4f7,5532882
0xfcae89f3319c760d4f481a522aa717af81e93e77,5531284.64427474
0x0eefa7e7877aeb0ce0ffced291f492458aae19eb,5526483.02343898
0x369615bc57975b06c418f42d3fda3754a385b97b,5525819.41611886
0x33c2656b7b33461f346f697d998d89a110eb42ef,5523735
0xb74cae0866ab29b1a15fad8ff942ade413fd5128,5500000
0x0be7def825e201e322b1605f0ec0de8756eb3d44,5481840.90282834
0xfbd5dadeb33f9baa57a4ebbb0e99794f7a4422da,5471855.63813972
0x2f65b176b48c85c7a89ed509955817ee468fbff2,5471245.91575162
0xf800d8407b1488bb6dc3789c2d45147c25c38af5,5452855.51831487
0x5ecdad7e85b05581b6fd3b429b900a1e223a114d,5427942.76543212
0xe54cf30a3f31f3076e9ab5bd122379545a137b4c,5422507
0x90681b9c5e7171d780fa049d96ebc5b7156dbb37,5410460.78445019
0x92272997173b1c556c2f895785d11481eaca6ccf,5395697.69958421
0xd9b23868849ac75870d8c59a2a74cc9beed6ca8c,5395682.0333018
0x1be3bb226a8b60d101c973ffbeec66b3669de3d4,5378892.441422
0xab1fbf10efecea5e41b1899b21214ddb4e724456,5349994.6180458
0xe6ff1989f68b6fd95b3b9f966d32c9e7d96e6255,5312653.88493302
0xf0eaf0c77c1362ad4de668755be5559eb47cfb9f,5310332
0x5d88c2c5a93d147e845f0146d27537ffd881c867,5308898
0xa1fc498f0d5ad41d3d1317fc1dbcba54e951a2fb,5290407.45148895
0xa4debf582db3b3ab757c6aa12cb7c2886b224858,5274589
0xfaa14171ce8d8dd7b5d62955e05465b40380fd07,5271926.91078068
0xce142fe8a4b29eef9239db44ed5282a060023daa,5263192.13455503
0x231dc6af3c66741f6cf618884b953df0e83c1a2a,5262746.60922422
0x8951f25adcc7c3256dd9b521ed726fb587a46d52,5260480.76935431
0x2bd95558e74560c9813d12839a44e2176bfd07d0,5242601.24946241
0x6d5c59764d1e214773e3f4865ad5f30fe05c0202,5239056.97237001
0x0d388658633418e8e51a7cf67c7059f863f053d9,5236908.59253912
0x749f1e80e397229b5aaeaac90a75cef309c640c4,5176136.50522931
0x7619153e75e86ce5ce8cb68cfb664fcfc9031fe1,5139645.12843775
0xd0322cd77b6223f777b254e7f18fa55d74756b52,5139085.36826139
0xf393fb8c4bbf7e37f583d0593ad1d1b2443e205c,5132745.33564446
0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,5132309
0x267749cf2e3fabe40b9761d5bf3745d98dbae084,5097818.66858138
0xe24b12be60a82502d43bd5ee248867fc0101560b,5084700.67385927
0x8b01553bce7f63864058dc632a25f2b0f56810c2,5042635.25619304
0x45e466bc419a0ade7b6099dcc34962058155c5d7,5040537.20909244
0xf8c75c5e9ec6875c57c0dbc30b59934b37908c4e,5025517
0xaa9772d31476e85fedd1099e40dd2ff5dee214ff,5022062
0x0682b693583885fb67169e893881e3f71339c913,5012628.83558851
0x62fd5eb735c8e99333577fc79f6df4dcbd573f24,5008792.44857839
0x145c01a96dcd7352a1ef00e5788c86444b369baa,5000238
0x61d0ea212b35721e021f56094603165a92410c19,5000000
0xa347cb894340223640ea4d20ebdd24679d1b8b89,5000000
0xdc295e925e84e155e860bca1d36a68b88a604642,5000000
0xd7c09a6b9584a2c9cb0071cf77d5694d9e46115f,4928183.74621713
0x5ef4d610c0ab1231fba63621bae8d89dbe640ff0,4893983.49275118
0x852222d72fd4233f81545ca0a805b85d91b1ef68,4849559.81734128
0xec6fbb231d6d80dc18c9ae3bb64cfe0548ee7ec6,4843965
0x27db134012676a0542c667c610920e269afe89b9,4843542
0x5f51aa60e1e85b4353aa6a7e096723988497294b,4837251.9768653
0x5d2337cbdccbe243dcdb914fa5f31e333bcf3549,4768080.96730869
0xdbcc6698d4686ee3fba49c2245072460594efe6e,4767944.19304154
0x8ed5003d47e6b8a7024ef9cee90403ed786b151e,4743063.59172575
0xd42d07891df502613b570d55c2c228e42968afeb,4725859.68081275
0xc24023e994fd5277477a41fbde7897f06fba0a64,4679526.45831325
0x3e626731961734d28e393fd35ea99848546c5656,4677560.2707197
0xdc790939164e1ad7962b1568ecb727d8463608db,4662542
0x9f2f31d1d4cba2d61f457378efd9f082307949ed,4658270.82950511
0xa54f56f905a2d7e3f68f6cace924dc74cf55bbc2,4656045
0x0c6ba87b40850c81dce66a1ca8da2dd337838edb,4644510.13747113
0x9bbb97e44ae7a462b14ced3623e0a09b6df4da1d,4631090.80126622
0xca05da65c7f83a30556ffffb035e58bada4d9ccf,4624930
0x13dbb818ebdaf42daeb27a0138d6c1f12d7cda2f,4622710.30439489
0xd2b170bd34e2e9182b5b592056ca611f8e76eb78,4606281.93570527
0x44340f7dc53bf90363e503350bbedf69e2d7870c,4605047.01236505
